9:48:33	-5.7
9:48:53	-5.8
9:49:13	-5.9
9:49:33	-0.3
9:49:53	3.4
9:50:13	6.1
9:50:33	12.9
9:50:53	16.6
9:51:13	17.1
9:51:33	17.5
9:51:53	18
9:52:13	18.5
9:52:33	18.8
9:52:53	19
9:53:13	19.2
9:53:33	19.4
9:53:53	19.5
9:54:13	19.6
9:54:33	19.6
9:54:53	19.6
9:55:13	19.7
9:55:33	19.8
9:55:53	19.9
9:56:13	20
9:56:33	20.1
9:56:53	20.2
9:57:13	20.2
9:57:33	20.3
9:57:53	19.3
9:58:13	14.2
9:58:33	12.8
9:58:53	11.6
9:59:13	10.4
9:59:33	9.4
9:59:53	8.4
10:00:13	7.4
10:00:33	6.6
10:00:53	5.7
10:01:13	5.3
10:01:33	5
10:01:53	3.8
10:02:13	2.1
10:02:33	1.3
10:02:53	0.6
10:03:13	0
10:03:33	-0.7
10:03:53	-1.2
10:04:13	-1.8
10:04:33	-2.3
10:04:53	-2.7
10:05:13	-3.1
10:05:33	-3.5
10:05:53	-1.4
10:06:13	-0.2
10:06:33	-0.2
10:06:53	-0.2
10:07:13	-0.2
10:07:33	-0.2
10:07:53	-0.2
10:08:13	-0.2
10:08:33	-0.2
10:08:53	-0.2
10:09:13	-0.2
10:09:33	-0.2
10:09:53	-0.2
10:10:13	-0.2
10:10:33	-0.2
10:10:53	-0.2
10:11:13	-0.2
10:11:33	-0.2
10:11:53	-0.2
10:12:13	-0.2
10:12:33	-0.2
10:12:53	-0.2
10:13:13	-0.2
10:13:33	-0.2
10:13:53	-0.2
10:14:13	-0.2
10:14:33	-0.2
10:14:53	-0.2
10:15:13	-0.2
10:15:33	-0.2
10:15:53	-0.2
10:16:13	-0.2
10:16:33	-0.2
10:16:53	-0.2
10:17:13	-0.2
10:17:33	-0.2
10:17:53	-0.2
10:18:13	-0.2
10:18:33	-0.2
10:18:53	-0.2
10:19:13	-0.2
10:19:33	-0.2
10:19:53	-0.2
10:20:13	-0.2
10:20:33	-0.2
10:20:53	-0.2
10:21:13	-0.2
10:21:33	-0.2
10:21:53	-0.2
10:22:13	-0.2
10:22:33	-0.2
10:22:53	-0.2
10:23:13	-0.2
10:23:33	-0.2
10:23:53	-0.2
10:24:13	-0.2
10:24:33	-0.2
10:24:53	-0.2
10:25:13	-0.2
10:25:33	-0.2
10:25:53	-0.2
10:26:13	-0.2
10:26:33	-0.2
10:26:53	-0.2
10:27:13	-0.2
10:27:33	-0.2
10:27:53	-0.2
10:28:13	-0.2
