11:19:53	2
11:20:13	1.4
11:20:33	0.8
11:20:53	0.1
11:21:13	-0.4
11:21:33	-0.9
11:21:53	-1.4
11:22:13	-1.9
11:22:33	-2.3
11:22:53	-2.7
11:23:13	-3.1
11:23:33	-1.1
11:23:53	-1.1
11:24:13	-1.1
11:24:33	-1.1
11:24:53	-1.1
11:25:13	-1.1
11:25:33	-1.1
11:25:53	-1.1
11:26:13	-1.1
11:26:33	-1.1
11:26:53	-1.1
11:27:13	-1.1
11:27:33	-1.1
11:27:53	-1.1
11:28:13	-1.1
11:28:33	-1.1
11:28:53	-1.1
11:29:13	-1.1
11:29:33	-1.1
11:29:53	-1.1
11:30:13	-1.1
11:30:33	-1.1
11:30:53	-1.1
11:31:13	-1.1
11:31:33	-1.1
11:31:53	-1.1
11:32:13	-1.1
11:32:33	-1.1
11:32:53	-1.1
11:33:13	-1.1
11:33:33	-1.1
